parameter_set,model_type,condition,reference_condition,feature_id,Q_Ah,tau_factor_set,omega_tau_set,period_s,phase_norm,cycle_count,delta_x_inst,x_DCAC_cycle_mean,x_DC_window_mean,delta_x_cycle_mean,x_DCAC_cycle_amp,window_valid
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,-2.443098553303602e-05,0.14030831100055338,0.13913092915426348,0.0011773818462899044,0.010696000310604165,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,0.003200862899304935,0.14490040697476508,0.14408066194047575,0.000819745034289332,0.021089353085962298,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,0.004690664277374135,0.150979142822412,0.1481965703526817,0.002782572469730321,0.02686789925012023,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,0.002703774948624116,0.14203303547559976,0.14195244808043445,8.058739516531022e-05,0.018624282746589144,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,1.630430441867947e-05,0.7779204512864949,0.7787061908553007,-0.0007857395688057878,0.007138101116886286,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,-0.0026518351921531735,0.7574034850856772,0.7577310074619238,-0.00032752237624655844,0.02837401039500631,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,-3.539551920790359,984.5749962988644,983.1571364578011,1.4178598410633185,38.510698943272814,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,49.72403371205638,345.98551256433007,351.23203860993243,-5.246526045602366,738.4213747788898,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,-0.05081394466632005,-0.026329762333609244,-0.04551410072239397,0.01918433838878473,0.15552175099020932,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,0.008742808583381103,0.0033721560014547025,0.004214057618602432,-0.0008419016171477291,0.0192669318032741,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,-0.9593620276334485,-0.37813592549987074,-0.44647414945092523,0.06833822395105449,2.083463377200175,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_p_mean_signed,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,1.0862178470966453,0.42813272565432176,0.5055063587452493,-0.07737363309092754,2.3589360920390243,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,cell_temperature_K,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,0.0,298.1500000000001,298.1500000000001,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,total_heating_mean,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,0.0,0.0,0.0,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_minus_avg_sto,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,0.003225293884837963,0.004592095974211707,0.004949732786212313,-0.00035763681200060623,0.012515352111689387,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,-0.0026681394965718426,-0.02051696620081775,-0.020975183393376926,0.0004582171925591773,0.022240175742626045,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,0.39988493084870436,0.5,2.0,114.09175086262731,0.18643179762630543,8.186431797626305,0.0019868893287500397,0.008946107346812284,0.006244122272247239,0.0027019850745650447,0.008261662378178936,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,-2.7891394773105205e-05,0.14319317748060045,0.145888688764059,-0.002695511283458546,0.010114432718006328,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,0.003215718621532526,0.14778259535169658,0.1508384215744041,-0.0030558262227075306,0.01713771172849682,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,0.007321252470953388,0.1542728321828087,0.1556003886986967,-0.0013275565158879787,0.022852080319134105,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,0.0015411332999545613,0.1447520703231897,0.1484101189364952,-0.003658048613305487,0.01465648332562483,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,1.8613649065857274e-05,0.7759952018432168,0.7741963208087835,0.001798881034433264,0.006749985170577566,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,-0.008214274342857819,0.7554499265767365,0.7530628419323885,0.002387084644348003,0.024412949226372604,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,-14.199272317261034,984.6768703988073,983.2084883499255,1.4683820488818355,38.54384872833248,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,323.8402175499369,344.2584900463563,350.193118659418,-5.9346286130617045,737.9686383286632,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,0.005360493064239573,-0.027071830950884928,-0.04480454450483291,0.017732713553947985,0.15453358573443132,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,-0.0009721925299338661,0.003441587047106041,0.004187372508070378,-0.0007457854609643371,0.01922120215165446,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,0.0872961762877199,-0.38461738466524525,-0.44647414945225544,0.06185676478701019,2.0833988248292026,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_p_mean_signed,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,-0.09883835886066866,0.43547136673820047,0.5055063587449274,-0.07003499200672697,2.358863004640808,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,cell_temperature_K,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,0.0,298.1500000000001,298.1500000000001,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,total_heating_mean,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,0.0,0.0,0.0,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_minus_avg_sto,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,0.0032436100163056184,0.004589417871096099,0.004949732810345095,-0.0003603149392489959,0.012516811573299674,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,-0.008232887991923728,-0.02054527526648034,-0.021133478876395016,0.0005882036099146767,0.022059487889730223,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,0.43986191701844524,0.5,2.0,114.09175086262731,0.5133580043315853,8.513358004331584,0.005780119170998819,0.009520761859618995,0.00719026976220145,0.0023304920974175445,0.008195596993509274,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,-2.9906715558192243e-05,0.15025172031604173,0.15283130376107915,-0.00257958344503742,0.01069140342045466,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,0.005775730424894099,0.15496379921604353,0.15778103657534054,-0.002817237359297009,0.020831732254338542,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,0.011467329958165268,0.16289855772862247,0.16340076662058922,-0.0005022088919667544,0.02730925714873253,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,0.0035799186706563235,0.15136568133103842,0.15495515783853506,-0.003589476507496636,0.01810782313170048,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,1.9958597002323053e-05,0.7712846005872218,0.7695630853539179,0.001721515233303883,0.007135033328391938,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,-0.010963600189042966,0.7504039974233199,0.7483070996885147,0.0020968977348051476,0.028326938397465806,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,-18.289176241171617,984.4302448064525,983.2657243096959,1.1645204967566087,38.407181528450906,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,393.8291625473831,349.84936240119924,349.02468279551863,0.8246796056806147,734.0162727149242,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,-0.03735156527754565,-0.028394306671459014,-0.044117574287796224,0.01572326761633721,0.15245850546823872,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,0.0045710186098721255,0.003584543812276672,0.004161264910088481,-0.0005767210978118087,0.019080967703507312,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,-0.5559563724123664,-0.40250656502854304,-0.44647414945335684,0.0439675844248138,2.0832057363840146,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_p_mean_signed,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,0.6294582820178249,0.45572540021912233,0.5055063587448626,-0.04978095852574027,2.358644161566212,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,cell_temperature_K,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,0.0,298.15,298.15000000000003,-5.684341886080802e-14,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,total_heating_mean,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,0.0,0.0,0.0,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_minus_avg_sto,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,0.005805637140452316,0.0047120789000017985,0.004949732814261387,-0.00023765391425958817,0.012520086034958744,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,-0.010983558786045362,-0.02088060316390182,-0.02125598566540313,0.0003753825015013097,0.02217845145811359,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,0.4798389031881861,0.5,2.0,114.09175086262731,0.41039188367443724,9.410391883674437,0.00788741128750896,0.011532876397584083,0.008445608782054156,0.003087267615529927,0.00920143401703205,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,-2.0235494695874934e-05,0.15796458090002385,0.15969998825201215,-0.001735407351988294,0.010704032307390782,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,0.006235386796858672,0.16271448200291655,0.16464972106688763,-0.0019352390639710837,0.02109532741108805,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,0.012524341061221744,0.17251907035469252,0.1713025017921716,0.00121656856252092,0.028101930371021794,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,0.003938259163082214,0.15838276017367323,0.16134555433067785,-0.0029627941570046223,0.01818861595301216,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,1.3504394454910695e-05,0.7661373327160409,0.7649791882884269,0.0011581444276139718,0.007143461364042092,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,-0.010517736442441805,0.7450701621781843,0.7436321436782188,0.0014380184999654988,0.028359595215124767,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,-17.281080941060054,984.3818409327657,983.3220525069238,1.05978842584193,38.3192949849215,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,359.28045254429884,349.6842666304711,347.868963983624,1.8153026468471012,732.4681157180345,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,-0.048834585830330575,-0.02825863364973836,-0.04347796189366092,0.01521932824392256,0.1505558533190265,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,0.007049301374531176,0.0035928557814435672,0.004136574040867477,-0.0005437182594239093,0.01894348779963373,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,-0.8456131040729811,-0.4054699077233057,-0.4464741493254139,0.04100424160210819,2.083410118992698,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_p_mean_signed,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,0.9574189266287824,0.45908240278038387,0.5055063587697979,-0.04642395598941401,2.35887562571353,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,cell_temperature_K,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,0.0,298.15000000000003,298.15000000000003,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,total_heating_mean,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,0.0,0.0,0.0,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_minus_avg_sto,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,0.006255622291554534,0.004749901102892702,0.004949732814875489,-0.0001998317119827871,0.012524105254731355,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,-0.010531240836896754,-0.021067170537856474,-0.021347044610207967,0.00027987407235149225,0.02221941106917502,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,0.519815889357927,0.5,2.0,114.09175086262731,0.3490650355577058,10.349065035557706,0.008586081898139527,0.01413631018101929,0.009956947461493757,0.004179362719525534,0.009997944927750607,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,-1.104004357971311e-05,0.16566755643229586,0.1665683641853122,-0.0009008077530163472,0.010705147894806893,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,0.005908736700541706,0.17022557836264926,0.17151809700033446,-0.0012925186376852027,0.021093382922389048,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,0.012336295936459352,0.18215913354309143,0.17936093520018292,0.002798198342908509,0.028451980828427592,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,0.0036777204626162185,0.16505426266552584,0.16766139811314607,-0.002607135447620229,0.018049417175013738,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,7.367702423488609e-06,0.7609966617499274,0.760395497142487,0.0006011646074404187,0.007144205864373254,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,-0.008926061934296903,0.7401710588407036,0.7389799308515987,0.001191127989104812,0.028325903040724465,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,-14.44576672131575,985.0190290093449,983.3733283701149,1.6457006392299718,38.24573622779269,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,289.14384081204014,338.18238667060353,346.8129976341608,-8.630610963557274,729.9730976809576,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,-0.05323453735595639,-0.0257704313130013,-0.04287735286178421,0.01710692154878291,0.14877760566026482,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,0.008390613325783162,0.0033297942844091447,0.004112875121507052,-0.0007830808370979073,0.01882433563413244,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,0.5597928755276679,0.5,2.0,114.09175086262731,0.2974336428347551,11.297433642834754,-0.9952873884844241,-0.3797923064842498,-0.44647415065208534,0.06668184416783557,2.083218002564115,True
